proyecto,nombre_proyecto,tipo_proyecto,fase,actividad,material,unidad_medida,cantidad_material,costo_unitario,costo_material,dias_trabajados,duracion_estimada,duracion_real,retraso_dias,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,ciudad,clima,estado_costo,fecha_inicio,fecha_fin,offset_inicio,duracion_calculada,costo_total
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación closet,MDF,Unidad,11,200000,2200000,10,11,10,-1,110000,1210000,1100000,110000,-9.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-01,346,-291,2310000
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,8,300000,2400000,9,11,9,-2,100000,1100000,900000,200000,-18.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-11-26,377,-339,2500000
9,Centro Empresarial Nova,Comercial,Cimentación,Armado,Acero,Kg,84,4500,378000,18,19,18,-1,130000,2470000,2340000,130000,-5.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-05,356,-319,508000
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,16,15,16,1,130000,1950000,2080000,-130000,7.0%,Bogotá,Lluvia,Sobrecosto,2025-04-19,2025-05-05,335,-301,4680000
9,Centro Empresarial Nova,Comercial,Estructura,Vaciado,Concreto,m3,10,350000,3500000,27,24,27,3,130000,3120000,3510000,-390000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-06-17,2025-07-14,355,-305,3630000
0,Conjunto Residencial Marsella,Residencial,Estructura,Armado,Acero,Kg,91,4500,409500,20,18,20,2,130000,2340000,2600000,-260000,11.0%,Bogotá,Nublado,Sobrecosto,2025-11-17,2025-12-07,384,-314,539500
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,21,20,21,1,130000,2600000,2730000,-130000,5.0%,Bogotá,Nublado,Sobrecosto,2025-09-13,2025-10-04,331,-296,5380000
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,113,4500,508500,19,20,19,-1,130000,2600000,2470000,130000,-5.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-09-06,353,-328,638500
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Vaciado,Concreto,m3,14,350000,4900000,23,28,23,-5,130000,3640000,2990000,650000,-18.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-09-10,357,-298,5030000
4,Conjunto Horizonte Verde,Residencial,Estructura,Armado,Acero,Kg,91,4500,409500,17,16,17,1,130000,2080000,2210000,-130000,6.0%,Bogotá,Nublado,Sobrecosto,2025-06-14,2025-07-01,351,-281,539500
6,Centro Comercial Plaza Central,Comercial,Acabados,Enchape,Cerámica,m2,34,50000,1700000,18,20,18,-2,105000,2100000,1890000,210000,-10.0%,Bogotá,Nublado,Ahorro,2025-04-19,2025-05-07,332,-275,1805000
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Estuco,Estuco plástico,Bulto,18,30000,540000,12,12,12,0,95000,1140000,1140000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-08-18,2025-08-30,352,-304,635000
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Enchape,Cerámica,m2,43,50000,2150000,12,13,12,-1,105000,1365000,1260000,105000,-8.0%,Bogotá,Nublado,Ahorro,2025-04-21,2025-05-03,352,-323,2255000
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,101,4500,454500,16,16,16,0,130000,2080000,2080000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-04-21,2025-05-07,349,-294,584500
9,Centro Empresarial Nova,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,14,17,14,-3,120000,2040000,1680000,360000,-18.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-01,363,-345,1200000
8,Mall Gran Avenida,Comercial,Instalaciones,Gas,Punto gas,Punto,7,130000,910000,18,19,18,-1,120000,2280000,2160000,120000,-5.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-09,343,-274,1030000
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Acueducto,Punto agua,Punto,15,140000,2100000,15,18,15,-3,120000,2160000,1800000,360000,-17.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-02,385,-315,2220000
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,93,4500,418500,17,18,17,-1,130000,2340000,2210000,130000,-6.0%,Bogotá,Nublado,Ahorro,2025-04-21,2025-05-08,350,-296,548500
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,14,90000,1260000,13,15,13,-2,90000,1350000,1170000,180000,-13.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-04,341,-321,1350000
8,Mall Gran Avenida,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,1,250000,250000,6,7,6,-1,95000,665000,570000,95000,-14.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-10-28,350,-337,345000
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,3,250000,750000,5,6,5,-1,95000,570000,475000,95000,-17.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-02,392,-369,845000
6,Centro Comercial Plaza Central,Comercial,Estructura,Armado,Acero,Kg,118,4500,531000,27,34,27,-7,130000,4420000,3510000,910000,-21.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-16,336,-295,661000
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,11,200000,2200000,12,11,12,1,110000,1210000,1320000,-110000,9.0%,Bogotá,Lluvia,Sobrecosto,2025-11-17,2025-11-29,387,-350,2310000
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,10,250000,2500000,6,8,6,-2,95000,760000,570000,190000,-25.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-04-25,341,-306,2595000
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,37,40000,1480000,14,12,14,2,100000,1200000,1400000,-200000,17.0%,Bogotá,Nublado,Sobrecosto,2025-09-27,2025-10-11,392,-377,1580000
8,Mall Gran Avenida,Comercial,Acabados,Pintura,Pintura,Galón,5,90000,450000,12,15,12,-3,90000,1350000,1080000,270000,-20.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-03,347,-330,540000
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,10,30000,300000,9,10,9,-1,95000,950000,855000,95000,-10.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-11-26,382,-323,395000
6,Centro Comercial Plaza Central,Comercial,Estructura,Vaciado,Concreto,m3,7,350000,2450000,16,19,16,-3,130000,2470000,2080000,390000,-16.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-05,338,-320,2580000
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,20,120000,2400000,16,18,16,-2,120000,2160000,1920000,240000,-11.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-09-03,359,-317,2520000
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Acueducto,Punto agua,Punto,6,140000,840000,15,15,15,0,120000,1800000,1800000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-08-18,2025-09-02,359,-320,960000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,3,250000,750000,4,5,4,-1,95000,475000,380000,95000,-20.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-08-22,356,-329,845000
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,16,200000,3200000,14,17,14,-3,110000,1870000,1540000,330000,-18.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-05,350,-316,3310000
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Pintura,Pintura,Galón,8,90000,720000,18,19,18,-1,90000,1710000,1620000,90000,-5.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-09,356,-295,810000
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,47,50000,2350000,14,16,14,-2,105000,1680000,1470000,210000,-13.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-01,361,-288,2455000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Gas,Punto gas,Punto,19,130000,2470000,15,18,15,-3,120000,2160000,1800000,360000,-17.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-04,339,-310,2590000
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,20,120000,2400000,14,15,14,-1,120000,1800000,1680000,120000,-7.0%,Bogotá,Nublado,Ahorro,2025-06-14,2025-06-28,359,-316,2520000
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,12,150000,1800000,12,15,12,-3,120000,1800000,1440000,360000,-20.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-08-30,357,-326,1920000
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación closet,MDF,Unidad,14,200000,2800000,11,14,11,-3,110000,1540000,1210000,330000,-21.0%,Bogotá,Nublado,Ahorro,2025-09-27,2025-10-08,398,-334,2910000
8,Mall Gran Avenida,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,6,250000,1500000,5,6,5,-1,95000,570000,475000,95000,-17.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-10-27,344,-303,1595000
6,Centro Comercial Plaza Central,Comercial,Acabados,Enchape,Cerámica,m2,36,50000,1800000,16,14,16,2,105000,1470000,1680000,-210000,14.0%,Bogotá,Lluvia,Sobrecosto,2025-04-19,2025-05-05,341,-303,1905000
9,Centro Empresarial Nova,Comercial,Acabados,Enchape,Cerámica,m2,24,50000,1200000,12,12,12,0,105000,1260000,1260000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-06-17,2025-06-29,360,-330,1305000
0,Conjunto Residencial Marsella,Residencial,Acabados,Pintura,Pintura,Galón,5,90000,450000,11,11,11,0,90000,990000,990000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-11-17,2025-11-28,382,-315,540000
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,9,200000,1800000,8,10,8,-2,110000,1100000,880000,220000,-20.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-04-29,351,-330,1910000
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,9,9,9,0,110000,990000,990000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-06-14,2025-06-23,355,-345,1510000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Gas,Punto gas,Punto,14,130000,1820000,14,16,14,-2,120000,1920000,1680000,240000,-13.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-03,345,-323,1940000
1,Urbanización Los Almendros,Residencial,Instalaciones,Acueducto,Punto agua,Punto,18,140000,2520000,14,14,14,0,120000,1680000,1680000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-09-13,2025-09-27,329,-264,2640000
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,12,40000,480000,16,17,16,-1,100000,1700000,1600000,100000,-6.0%,Bogotá,Soleado,Ahorro,2025-06-17,2025-07-03,362,-289,580000
4,Conjunto Horizonte Verde,Residencial,Estructura,Armado,Acero,Kg,108,4500,486000,15,14,15,1,130000,1820000,1950000,-130000,7.0%,Bogotá,Nublado,Sobrecosto,2025-06-14,2025-06-29,358,-326,616000
6,Centro Comercial Plaza Central,Comercial,Acabados,Cielorraso,Drywall,Lámina,27,40000,1080000,13,14,13,-1,100000,1400000,1300000,100000,-7.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-02,341,-285,1180000
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,24,30000,720000,9,11,9,-2,95000,1045000,855000,190000,-18.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-11-26,382,-330,815000
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,81,4500,364500,24,31,24,-7,130000,4030000,3120000,910000,-23.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-12-11,391,-331,494500
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,17,18,17,-1,130000,2340000,2210000,130000,-6.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-06,342,-314,2580000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,5,300000,1500000,6,8,6,-2,100000,800000,600000,200000,-25.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-08-24,362,-343,1600000
5,Residencial Jardines del Sur,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,4,250000,1000000,6,7,6,-1,95000,665000,570000,95000,-14.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-03,399,-371,1095000
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,116,4500,522000,29,28,29,1,130000,3640000,3770000,-130000,4.0%,Bogotá,Nublado,Sobrecosto,2025-02-07,2025-03-08,396,-325,652000
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,111,4500,499500,16,15,16,1,130000,1950000,2080000,-130000,7.0%,Bogotá,Nublado,Sobrecosto,2025-06-14,2025-06-30,355,-298,629500
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,23,40000,920000,15,13,15,2,100000,1300000,1500000,-200000,15.0%,Bogotá,Lluvia,Sobrecosto,2025-06-17,2025-07-02,367,-309,1020000
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,29,30000,870000,13,17,13,-4,95000,1615000,1235000,380000,-24.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-11-30,385,-356,965000
9,Centro Empresarial Nova,Comercial,Acabados,Cielorraso,Drywall,Lámina,15,40000,600000,16,15,16,1,100000,1500000,1600000,-100000,7.0%,Bogotá,Lluvia,Sobrecosto,2025-06-17,2025-07-03,365,-307,700000
5,Residencial Jardines del Sur,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,7,150000,1050000,16,18,16,-2,120000,2160000,1920000,240000,-11.0%,Bogotá,Soleado,Ahorro,2025-09-27,2025-10-13,396,-351,1170000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,7,120000,840000,10,12,10,-2,120000,1440000,1200000,240000,-17.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-04-29,349,-286,960000
6,Centro Comercial Plaza Central,Comercial,Estructura,Vaciado,Concreto,m3,13,350000,4550000,15,16,15,-1,130000,2080000,1950000,130000,-6.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-04,342,-298,4680000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,11,10,11,1,110000,1100000,1210000,-110000,10.0%,Bogotá,Nublado,Sobrecosto,2025-08-18,2025-08-29,361,-310,1710000
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,10,250000,2500000,5,5,5,0,95000,475000,475000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-04-21,2025-04-26,351,-310,2595000
4,Conjunto Horizonte Verde,Residencial,Acabados,Cielorraso,Drywall,Lámina,20,40000,800000,12,14,12,-2,100000,1400000,1200000,200000,-14.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-26,360,-324,900000
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,8,350000,2800000,29,30,29,-1,130000,3900000,3770000,130000,-3.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-03-08,394,-340,2930000
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Armado,Acero,Kg,101,4500,454500,26,28,26,-2,130000,3640000,3380000,260000,-7.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-17,361,-301,584500
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,29,28,29,1,130000,3640000,3770000,-130000,4.0%,Bogotá,Lluvia,Sobrecosto,2025-08-18,2025-09-16,367,-282,4330000
6,Centro Comercial Plaza Central,Comercial,Cimentación,Armado,Acero,Kg,93,4500,418500,20,24,20,-4,130000,3120000,2600000,520000,-17.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-09,347,-277,548500
8,Mall Gran Avenida,Comercial,Estructura,Vaciado,Concreto,m3,10,350000,3500000,15,13,15,2,130000,1690000,1950000,-260000,15.0%,Bogotá,Lluvia,Sobrecosto,2025-10-22,2025-11-06,353,-302,3630000
1,Urbanización Los Almendros,Residencial,Acabados,Pintura,Pintura,Galón,5,90000,450000,13,16,13,-3,90000,1440000,1170000,270000,-19.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-09-26,326,-276,540000
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,8,350000,2800000,28,31,28,-3,130000,4030000,3640000,390000,-10.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-03-07,391,-349,2930000
6,Centro Comercial Plaza Central,Comercial,Acabados,Cielorraso,Drywall,Lámina,20,40000,800000,13,13,13,0,100000,1300000,1300000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-04-19,2025-05-02,347,-319,900000
3,Residencial Altos del Norte,Residencial,Acabados,Estuco,Estuco plástico,Bulto,12,30000,360000,12,10,12,2,95000,950000,1140000,-190000,20.0%,Bogotá,Nublado,Sobrecosto,2025-02-07,2025-02-19,397,-326,455000
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,17,20,17,-3,130000,2600000,2210000,390000,-15.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-24,401,-351,4680000
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,25,26,25,-1,130000,3380000,3250000,130000,-4.0%,Bogotá,Nublado,Ahorro,2025-09-13,2025-10-08,326,-259,2580000
6,Centro Comercial Plaza Central,Comercial,Acabados,Estuco,Estuco plástico,Bulto,17,30000,510000,12,15,12,-3,95000,1425000,1140000,285000,-20.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-01,346,-309,605000
3,Residencial Altos del Norte,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,9,300000,2700000,8,9,8,-1,100000,900000,800000,100000,-11.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-15,398,-334,2800000
5,Residencial Jardines del Sur,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,6,300000,1800000,9,8,9,1,100000,800000,900000,-100000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-09-27,2025-10-06,402,-383,1900000
1,Urbanización Los Almendros,Residencial,Acabados,Estuco,Estuco plástico,Bulto,12,30000,360000,10,11,10,-1,95000,1045000,950000,95000,-9.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-09-23,327,-266,455000
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Enchape,Cerámica,m2,23,50000,1150000,12,11,12,1,105000,1155000,1260000,-105000,9.0%,Bogotá,Lluvia,Sobrecosto,2025-04-21,2025-05-03,355,-330,1255000
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Acueducto,Punto agua,Punto,7,140000,980000,14,13,14,1,120000,1560000,1680000,-120000,8.0%,Bogotá,Nublado,Sobrecosto,2025-04-19,2025-05-03,348,-309,1100000
3,Residencial Altos del Norte,Residencial,Instalaciones,Gas,Punto gas,Punto,19,130000,2470000,17,21,17,-4,120000,2520000,2040000,480000,-19.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-24,394,-323,2590000
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,115,4500,517500,27,24,27,3,130000,3120000,3510000,-390000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-09-27,2025-10-24,401,-335,647500
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,14,200000,2800000,11,13,11,-2,110000,1430000,1210000,220000,-15.0%,Bogotá,Soleado,Ahorro,2025-10-22,2025-11-02,346,-284,2910000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,1,300000,300000,7,7,7,0,100000,700000,700000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-08-18,2025-08-25,359,-304,400000
1,Urbanización Los Almendros,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,2,300000,600000,9,8,9,1,100000,800000,900000,-100000,13.0%,Bogotá,Nublado,Sobrecosto,2025-09-13,2025-09-22,336,-294,700000
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación closet,MDF,Unidad,16,200000,3200000,9,8,9,1,110000,880000,990000,-110000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-04-19,2025-04-28,348,-305,3310000
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Acueducto,Punto agua,Punto,20,140000,2800000,17,15,17,2,120000,1800000,2040000,-240000,13.0%,Bogotá,Lluvia,Sobrecosto,2025-11-17,2025-12-04,393,-345,2920000
8,Mall Gran Avenida,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,17,120000,2040000,18,18,18,0,120000,2160000,2160000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-10-22,2025-11-09,351,-286,2160000
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,5,200000,1000000,11,14,11,-3,110000,1540000,1210000,330000,-21.0%,Bogotá,Soleado,Ahorro,2025-11-17,2025-11-28,388,-341,1110000
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación closet,MDF,Unidad,17,200000,3400000,11,12,11,-1,110000,1320000,1210000,110000,-8.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-09-24,334,-299,3510000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación closet,MDF,Unidad,13,200000,2600000,11,14,11,-3,110000,1540000,1210000,330000,-21.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-08-29,367,-305,2710000
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación closet,MDF,Unidad,9,200000,1800000,6,6,6,0,110000,660000,660000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-11-17,2025-11-23,387,-363,1910000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,10,11,10,-1,110000,1210000,1100000,110000,-9.0%,Bogotá,Soleado,Ahorro,2025-08-18,2025-08-28,361,-292,1510000
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,19,200000,3800000,7,9,7,-2,110000,990000,770000,220000,-22.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-21,363,-297,3910000
6,Centro Comercial Plaza Central,Comercial,Estructura,Armado,Acero,Kg,91,4500,409500,24,30,24,-6,130000,3900000,3120000,780000,-20.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-13,356,-328,539500
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,11,200000,2200000,9,9,9,0,110000,990000,990000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-06-14,2025-06-23,365,-339,2310000
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación closet,MDF,Unidad,13,200000,2600000,11,14,11,-3,110000,1540000,1210000,330000,-21.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-04-30,356,-311,2710000
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,18,22,18,-4,130000,2860000,2340000,520000,-18.0%,Bogotá,Soleado,Ahorro,2025-02-07,2025-02-25,397,-340,5380000
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,98,4500,441000,18,17,18,1,130000,2210000,2340000,-130000,6.0%,Bogotá,Nublado,Sobrecosto,2025-02-07,2025-02-25,402,-362,571000
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,17,200000,3400000,8,7,8,1,110000,770000,880000,-110000,14.0%,Bogotá,Lluvia,Sobrecosto,2025-08-18,2025-08-26,363,-326,3510000
9,Centro Empresarial Nova,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,4,300000,1200000,6,6,6,0,100000,600000,600000,0,0.0%,Bogotá,Nublado,En presupuesto,2025-06-17,2025-06-23,363,-342,1300000
1,Urbanización Los Almendros,Residencial,Instalaciones,Gas,Punto gas,Punto,16,130000,2080000,15,16,15,-1,120000,1920000,1800000,120000,-6.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-09-28,336,-280,2200000
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Acueducto,Punto agua,Punto,8,140000,1120000,11,10,11,1,120000,1200000,1320000,-120000,10.0%,Bogotá,Lluvia,Sobrecosto,2025-04-21,2025-05-02,361,-349,1240000
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,17,150000,2550000,11,14,11,-3,120000,1680000,1320000,360000,-21.0%,Bogotá,Soleado,Ahorro,2025-04-21,2025-05-02,358,-347,2670000
1,Urbanización Los Almendros,Residencial,Instalaciones,Gas,Punto gas,Punto,8,130000,1040000,12,15,12,-3,120000,1800000,1440000,360000,-20.0%,Bogotá,Soleado,Ahorro,2025-09-13,2025-09-25,339,-286,1160000
3,Residencial Altos del Norte,Residencial,Acabados,Enchape,Cerámica,m2,15,50000,750000,14,13,14,1,105000,1365000,1470000,-105000,8.0%,Bogotá,Lluvia,Sobrecosto,2025-02-07,2025-02-21,404,-381,855000
6,Centro Comercial Plaza Central,Comercial,Acabados,Pintura,Pintura,Galón,7,90000,630000,19,20,19,-1,90000,1800000,1710000,90000,-5.0%,Bogotá,Soleado,Ahorro,2025-04-19,2025-05-08,353,-329,720000
5,Residencial Jardines del Sur,Residencial,Instalaciones,Acueducto,Punto agua,Punto,16,140000,2240000,12,14,12,-2,120000,1680000,1440000,240000,-14.0%,Bogotá,Nublado,Ahorro,2025-09-27,2025-10-09,405,-334,2360000
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,6,200000,1200000,8,8,8,0,110000,880000,880000,0,0.0%,Bogotá,Soleado,En presupuesto,2025-11-17,2025-11-25,396,-362,1310000
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,10,200000,2000000,10,9,10,1,110000,990000,1100000,-110000,11.0%,Bogotá,Nublado,Sobrecosto,2025-06-14,2025-06-24,360,-348,2110000
5,Residencial Jardines del Sur,Residencial,Acabados,Enchape,Cerámica,m2,12,50000,600000,19,16,19,3,105000,1680000,1995000,-315000,19.0%,Bogotá,Lluvia,Sobrecosto,2025-09-27,2025-10-16,403,-346,705000
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,9,300000,2700000,9,11,9,-2,100000,1100000,900000,200000,-18.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-23,365,-300,2800000
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,5,6,5,-1,110000,660000,550000,110000,-17.0%,Bogotá,Soleado,Ahorro,2025-06-14,2025-06-19,366,-344,1510000
